Candidate,Party,Criminal Cases,Education,Age,City
Senthil Kumar M,IND,0,Graduate,35,SALEM
Shanmugam G,Makkal Manadu Katchi,0,8th Pass,44,SALEM
Sudhish L K,DMDK, 6 ,Graduate,47,SALEM
Thiagarajan K,IND,0,12th Pass,40,SALEM
Umarani S W/o Sivakumar,IND,0,8th Pass,41,SALEM
Umarani. S W/o Selvaraj,DMK,0,Post Graduate,54,SALEM
Vinayagamoorthi T,BSP,0,10th Pass,39,SALEM
Pr Senthilnathan,AIADMK,0,Graduate Professional,46,SIVAGANGA
A Nelson,IND,0,12th Pass,31,SIVAGANGA
Al Sivagnanam,IND,0,5th Pass,47,SIVAGANGA
Arimazham Thiyagi Subramanian Muthuraja M,IND,0,10th Pass,76,SIVAGANGA
Balakrishnan P,IND,0,5th Pass,60,SIVAGANGA
Balu S,Tamil Nadu Makkal Congress,0,8th Pass,44,SIVAGANGA
Dhurai Raaj Subha,DMK,0,Others,65,SIVAGANGA
Gunasekaran P,IND,0,10th Pass,53,SIVAGANGA
H Raja,BJP,0,Graduate Professional,56,SIVAGANGA
K.kalaimani,Makkal Manadu Katchi,0,8th Pass,57,SIVAGANGA
Karthikarajan T,IND,0,10th Pass,29,SIVAGANGA
Karti P Chidambaram,INC,0,Graduate Professional,42,SIVAGANGA
Krishnan S,CPI,0,Graduate Professional,58,SIVAGANGA
Lenin M,IND,0,12th Pass,47,SIVAGANGA
M.saravanan,IND,0,12th Pass,39,SIVAGANGA
Megaraj Mallar,IND,0,8th Pass,28,SIVAGANGA
Murugan P,IND, 1 ,12th Pass,42,SIVAGANGA
Natchiappan Sp,IND,0,5th Pass,47,SIVAGANGA
Palani S,IND,0,10th Pass,41,SIVAGANGA
Radhakrishnan A,IND,0,12th Pass,58,SIVAGANGA
Raja A,IND,0,Graduate,47,SIVAGANGA
Rajasekar.s @ S.r.thevar,Desiya Forward Bloc, 5 ,8th Pass,58,SIVAGANGA
S Periyakaruppan,IND,0,10th Pass,43,SIVAGANGA
Selvaraj A,IND,0,8th Pass,58,SIVAGANGA
Thamilarima S,AAP,0,Graduate,60,SIVAGANGA
V Rakkamuthu,BSP,0,Illiterate,61,SIVAGANGA
Velladhurai A,Ezhuchi Tamilargal Munnetra Kazhagam,0,8th Pass,46,SIVAGANGA
"Ramachandran, K.n. Thiru",AIADMK,0,Post Graduate,59,SRIPERUMBUDUR
Arul Anbarasu,INC, 2 ,Post Graduate,42,SRIPERUMBUDUR
"Ayodhi, L.( Dr).",IND,0,Doctorate,49,SRIPERUMBUDUR
"Bharathi, K. Thiru",CPI(ML)L,0,Post Graduate,33,SRIPERUMBUDUR
Bharathidasan R. Thiru.,IND,0,Post Graduate,30,SRIPERUMBUDUR
"Jagathrakshakan, S. Thiru",DMK,0,10th Pass,66,SRIPERUMBUDUR
"Madhavaraj, K.v. Thiru.",IND, 1 ,12th Pass,47,SRIPERUMBUDUR
"Masilamani, R. (dr).",MDMK,0,Post Graduate,63,SRIPERUMBUDUR
"Mohamed Abbas, S. Thiru",BSP,0,Graduate,35,SRIPERUMBUDUR
"Palani, A. Thiru",IND, 1 ,10th Pass,34,SRIPERUMBUDUR
"Pugazhendi, A. Thiru",IND,0,Graduate Professional,36,SRIPERUMBUDUR
Pulavar. E.su. Mani. Thiru,National Organisation Congress,0,Graduate,69,SRIPERUMBUDUR
"Rajagopal Mallar, P. Thiru",IND,0,Post Graduate,74,SRIPERUMBUDUR
"Ramachandiran, K. Thiru",IND,0,5th Pass,42,SRIPERUMBUDUR
"Ramesh, Thiru",IND,0,Graduate,46,SRIPERUMBUDUR
Sampath. K. Thiru,IND,0,Graduate,43,SRIPERUMBUDUR
"Shanmugam, G. Thiru",IND,0,Not Given,72,SRIPERUMBUDUR
"Shanmugam, K. Thiru",IND,0,Graduate,36,SRIPERUMBUDUR
"Sridhar, C. Thiru",Ulzaipali Makkal Katchy,0,Post Graduate,33,SRIPERUMBUDUR
"Sridhar,m.thiru",IND,0,10th Pass,41,SRIPERUMBUDUR
"Vasigaran, S.a.n. Thiru",AAP,0,12th Pass,50,SRIPERUMBUDUR
Vasanthi.m,AIADMK,0,Post Graduate,52,TENKASI
Alagumalai.v.,IND,0,12th Pass,46,TENKASI
Dr.jayakumar.k.,INC,0,Doctorate,64,TENKASI
Dr.krishnasamy.k.,Puthiya Tamilagam, 2 ,Post Graduate,62,TENKASI
Dr.sadhan Thirumalaikumar.t.,MDMK, 1 ,Graduate Professional,61,TENKASI
Ganesan.s.,IND,0,Post Graduate,31,TENKASI
Gunasekaran.k.,Tamil Nadu Makkal Congress,0,10th Pass,42,TENKASI
Janagar Raja,IND,0,Graduate Professional,25,TENKASI
Kannan,BSP,0,Post Graduate,61,TENKASI
Krishnasamy.a.,IND,0,8th Pass,31,TENKASI
Lingam.p,CPI, 1 ,Graduate,47,TENKASI
Magesh.s.,IND,0,Graduate,30,TENKASI
"Manmathan,m.",IND,0,8th Pass,60,TENKASI
Meenashisundaravadivel.t.,CPI(ML) Red Star, 2 ,10th Pass,49,TENKASI
Muneeswaran,IND,0,8th Pass,39,TENKASI
Poongani.j.,Samata Party,0,10th Pass,41,TENKASI
Radhakrishnan.s.,IND, 1 ,Graduate Professional,64,TENKASI
Velladurai.p.,IND,0,Others,35,TENKASI
Parasuraman.k,AIADMK,0,12th Pass,53,THANJAVUR
Arangarajan.m,BSP,0,12th Pass,63,THANJAVUR
Baalu.t.r,DMK,0,Graduate,72,THANJAVUR
Gunasekaran.t,IND,0,Graduate,52,THANJAVUR
Krishnasamy Vandayar.t,INC,0,Graduate Professional,38,THANJAVUR
Madhavan.t,IND,0,Not Given,42,THANJAVUR
Mummoorthi.s@s.m.moorthy,Namadhu Makkal Katchi, 2 ,Graduate,48,THANJAVUR
Muruganantham.m,BJP, 20 ,10th Pass,39,THANJAVUR
Panasai Arangan.n,IND,0,10th Pass,51,THANJAVUR
Rajkumar.r,IND,0,Post Graduate,32,THANJAVUR
Sivakumar.v,IND,0,10th Pass,42,THANJAVUR
Tamilselvi.s,CPI(M),0,Post Graduate,42,THANJAVUR
"Parthipan, R.",AIADMK,0,Graduate,50,THENI
"Aaron Rashid, J.m.",INC,0,12th Pass,65,THENI
"Alagusundaram, K.",MDMK, 1 ,Graduate Professional,48,THENI
"Asath, M.m.",IND,0,5th Pass,50,THENI
"Iniyavan, R.",IND, 1 ,12th Pass,33,THENI
"Innasimuthu, M.s.",IND,0,8th Pass,54,THENI
"Kannan, S.",IND,0,Graduate,48,THENI
"Karuppiah, R.",IND,0,Literate,43,THENI
"Krishnamoorthy, K.",CPI(ML) Red Star,0,8th Pass,36,THENI
Mamallan Tha. Kanagamuthu,IND,0,Doctorate,34,THENI
"Mani, S.v.",IND,0,8th Pass,41,THENI
"Mariappan, S.k.",IND, 2 ,Graduate,45,THENI
"Meenakshi Sundaram, G.k.",SP,0,12th Pass,48,THENI
"Mohamed Miakhan, P.",IND,0,5th Pass,75,THENI
"Muthuramalingam, M.",IND,0,Others,32,THENI
Pon. Muthuramalingam,DMK,0,Graduate Professional,73,THENI
"Rabeek, K.",IND,0,Others,39,THENI
"Raja, V.",IND,0,12th Pass,57,THENI
"Ramaya, R.",IND,0,5th Pass,37,THENI
"Ramprakash, J.",AAP,0,Post Graduate,38,THENI
"Senthil Rajan Mallar, K.",IND, 1 ,Post Graduate,38,THENI
"Thangadurai, V.",BSP, 1 ,10th Pass,53,THENI
"Voltaire, M.j.",SUCI(C),0,Post Graduate,46,THENI
Jeyasingh Thiyagaraj Natterjee.j,AIADMK,0,Post Graduate,60,THOOTHUKKUDI
Alwarsamy Karthikeyan.l,IND,0,Post Graduate,37,THOOTHUKKUDI
"Anandharaj, M.",IND,0,Others,38,THOOTHUKKUDI
Ayyadurai. S,BSP, 3 ,Post Graduate,38,THOOTHUKKUDI
Jegan. P,DMK, 2 ,Post Graduate,35,THOOTHUKKUDI
Joel. S,MDMK, 4 ,Graduate Professional,42,THOOTHUKKUDI
M.pushparayan,AAP, 380 ,Post Graduate,46,THOOTHUKKUDI
Mohanraj. A,CPI, 2 ,Graduate Professional,51,THOOTHUKKUDI
Panneerselvam.c,IND,0,Graduate Professional,38,THOOTHUKKUDI
Ramkumar. V,IND,0,10th Pass,49,THOOTHUKKUDI
Samuel. A.s.,IND,0,Literate,59,THOOTHUKKUDI
Santhadevi. S,IND,0,Graduate,36,THOOTHUKKUDI
"Shanmugam, A.p.c.v.",INC,0,Graduate,61,THOOTHUKKUDI
Vinston Anto. S,IND,0,10th Pass,37,THOOTHUKKUDI
P.kumar S/o Palanivel,AIADMK,0,Graduate Professional,42,TIRUCHIRAPPALLI
A. Shadhick Batcha,IND,0,Post Graduate,42,TIRUCHIRAPPALLI
Anbalagan.m,IND,0,10th Pass,50,TIRUCHIRAPPALLI
Anwar Deen.s,Samata Party, 1 ,Literate,37,TIRUCHIRAPPALLI
Arunachalam.a,IND,0,Post Graduate,40,TIRUCHIRAPPALLI
Asraf Ali.m,IND,0,5th Pass,39,TIRUCHIRAPPALLI
Bala Krishnan.k,IND,0,12th Pass,51,TIRUCHIRAPPALLI
Dineshkumar.g,IND,0,Post Graduate,27,TIRUCHIRAPPALLI
Eswaran.j,IND,0,12th Pass,31,TIRUCHIRAPPALLI
Jothi.p,SP,0,Not Given,47,TIRUCHIRAPPALLI
Kumar.p S/o Palaniappan,IND,0,Graduate,40,TIRUCHIRAPPALLI
M. Karunakaran,Lok Satta Party,0,Post Graduate,45,TIRUCHIRAPPALLI
M.badhusha,IND,0,Literate,29,TIRUCHIRAPPALLI
M.mohandass,IND,0,Graduate,62,TIRUCHIRAPPALLI
Mu.anbhalagan,DMK, 10 ,Post Graduate,58,TIRUCHIRAPPALLI
P. Asaithambi,CPI(ML)L,0,Graduate,42,TIRUCHIRAPPALLI
Palanivel.p,IND,0,Post Graduate,45,TIRUCHIRAPPALLI
Ragavan. R,IND, 2 ,12th Pass,57,TIRUCHIRAPPALLI
Ravi.p,AAP, 1 ,Post Graduate,59,TIRUCHIRAPPALLI
S.natarajan,BSP,0,12th Pass,63,TIRUCHIRAPPALLI
S.sridhar,CPI(M),0,Post Graduate,55,TIRUCHIRAPPALLI
Sarubala R Thondaiman,INC,0,Post Graduate,55,TIRUCHIRAPPALLI
Sridevi.s,IND,0,12th Pass,38,TIRUCHIRAPPALLI
Sundarraj.s,IND,0,Graduate,55,TIRUCHIRAPPALLI
"Thaddaus Fernandez,",IND,0,Post Graduate,62,TIRUCHIRAPPALLI
Veeramalai.a,IND,0,12th Pass,42,TIRUCHIRAPPALLI
Vijayakumar.p,IND,0,12th Pass,36,TIRUCHIRAPPALLI
Vijaykumar.amg,DMDK,0,12th Pass,47,TIRUCHIRAPPALLI
Y.larance,IND,0,Graduate,39,TIRUCHIRAPPALLI
Prabakaran.k.r.p,AIADMK,0,Graduate Professional,34,TIRUNELVELI
Devadasa Sundaram,DMK,0,Graduate,73,TIRUNELVELI
Devadoss.a.r,IND,0,10th Pass,47,TIRUNELVELI
Dhanaraj.r.,Indian Christian Secular Party,0,Graduate,63,TIRUNELVELI
Dhevanathan Yadav.t.,Tamil Nadu Makkal Congress, 1 ,Illiterate,53,TIRUNELVELI
Dr.ganesan.m,IND,0,Graduate Professional,61,TIRUNELVELI
Elizabeth.d,IND,0,8th Pass,58,TIRUNELVELI
Germanus.s,IND,0,Post Graduate,69,TIRUNELVELI
Lakshmanan @ Lakkan.a,IND,0,8th Pass,44,TIRUNELVELI
Mohamed Mubarak.v.m.s,SDPI, 1 ,Graduate,34,TIRUNELVELI
Mohan.t,IND,0,Graduate,29,TIRUNELVELI
Murugan.s,IND,0,8th Pass,36,TIRUNELVELI
Pathmanaban.k,IND,0,Graduate,38,TIRUNELVELI
Rajamaravan @ Manickavasagam.s,IND, 4 ,Graduate,31,TIRUNELVELI
Rajeshkannan,IND,0,8th Pass,42,TIRUNELVELI
Raji Yadav,IND,0,10th Pass,54,TIRUNELVELI
Ramasubbu.s.s,INC,0,Post Graduate,63,TIRUNELVELI
Saravanan.p,IND,0,12th Pass,34,TIRUNELVELI
Selvaganapathy.g,IND,0,Graduate,32,TIRUNELVELI
Sivananenthaperumal.s.,DMDK,0,10th Pass,45,TIRUNELVELI
Subramanian @ S.s.s.mani.s,IND, 1 ,12th Pass,38,TIRUNELVELI
Subramanian.k,IND,0,5th Pass,62,TIRUNELVELI
Suresh Kumar.s,IND,0,Graduate Professional,31,TIRUNELVELI
Thevendran.t.,BSP,0,Graduate,41,TIRUNELVELI
Veilumuthukumar.p,IND,0,10th Pass,32,TIRUNELVELI
Venkatesh.a,IND,0,Post Graduate,32,TIRUNELVELI
V.sathyabama,AIADMK, 2 ,Post Graduate,43,TIRUPPUR
A.k.sheikdavood,IND,0,Graduate,50,TIRUPPUR
A.mogheeth Khan,IND,0,Graduate,27,TIRUPPUR
A.ponnusamy,IND,0,Literate,53,TIRUPPUR
E.v.k.s. Elangovan,INC, 3 ,Graduate,65,TIRUPPUR
J.laxmi,CPI(ML) Red Star,0,8th Pass,42,TIRUPPUR
K.senthilkumar,IND,0,5th Pass,34,TIRUPPUR
K.subbarayan,CPI,0,10th Pass,66,TIRUPPUR
M.palanisamy,IND,0,10th Pass,60,TIRUPPUR
M.rajendran,IND,0,12th Pass,54,TIRUPPUR
M.senthilnathan,DMK,0,Post Graduate,71,TIRUPPUR
N.dineshkumar,DMDK, 3 ,Post Graduate,35,TIRUPPUR
N.gurusamy,BSP,0,Post Graduate,62,TIRUPPUR
N.sivakumar,Ulzaipali Makkal Katchy,0,5th Pass,34,TIRUPPUR
P.balasubramaniyan,IND,0,Not Given,57,TIRUPPUR
P.selvaboobathi,IND,0,5th Pass,26,TIRUPPUR
Pastor A.james,IND,0,10th Pass,40,TIRUPPUR
R.chakravarthi Raja Gopala Krishnan,AAP,0,Post Graduate,59,TIRUPPUR
R.gopalsamy,Lok Satta Party,0,Post Graduate,39,TIRUPPUR
R.murugesan,Makkal Manadu Katchi,0,Literate,53,TIRUPPUR
R.nandhakumar,IND,0,8th Pass,44,TIRUPPUR
R.r.murugan,IND,0,Post Graduate,47,TIRUPPUR
R.sathyabama,IND,0,Post Graduate,49,TIRUPPUR
R.sathyabhama,IND,0,8th Pass,37,TIRUPPUR
S.k.dineshkumar,IND,0,10th Pass,28,TIRUPPUR
T.s.senthilkumar,IND,0,10th Pass,29,TIRUPPUR
Venugopal. P. Dr.,AIADMK,0,Graduate Professional,61,TIRUVALLUR
Balamurugan.b,AAP,0,Post Graduate,38,TIRUVALLUR
Chandrasekaran.m,IND,0,Others,65,TIRUVALLUR
Doss. R,IND,0,8th Pass,45,TIRUVALLUR
Jayakumar. M,INC,0,Graduate Professional,34,TIRUVALLUR
"Kannan, A.s.",CPI,0,10th Pass,72,TIRUVALLUR
Ravikumar. D,Viduthalal Chiruthaigal Katchi, 1 ,Post Graduate,53,TIRUVALLUR
Ravikumar.m,IND,0,12th Pass,35,TIRUVALLUR
Sathyamurthy.c,BSP,0,Graduate Professional,34,TIRUVALLUR
Srinivasan. D,SP,0,Graduate Professional,48,TIRUVALLUR
Suresh Kumar. S,IND,0,8th Pass,34,TIRUVALLUR
Venugopal P.,IND,0,10th Pass,66,TIRUVALLUR
Vetriselvam. K,IND,0,10th Pass,29,TIRUVALLUR
Yuvaraj.v,DMDK, 1 ,10th Pass,49,TIRUVALLUR
Vanaroja R,AIADMK,0,Post Graduate,55,TIRUVANNAMALAI
Anbalagan D,IND,0,Graduate Professional,38,TIRUVANNAMALAI
Annadurai A,IND,0,Illiterate,45,TIRUVANNAMALAI
Annadurai B,IND,0,Not Given,46,TIRUVANNAMALAI
Annadurai C N,DMK,0,Graduate,41,TIRUVANNAMALAI
Aruljothi A,IND,0,Graduate,34,TIRUVANNAMALAI
Arumugam C,SP,0,12th Pass,38,TIRUVANNAMALAI
Arumugam R,IND,0,10th Pass,35,TIRUVANNAMALAI
Arunachalam P,IND,0,Graduate,41,TIRUVANNAMALAI
Baskaran M R,BSP,0,8th Pass,49,TIRUVANNAMALAI
Ediroli Manian G,PMK,0,Post Graduate,51,TIRUVANNAMALAI
Kamaraj M,IND,0,5th Pass,44,TIRUVANNAMALAI
Kothandapani B,IND,0,10th Pass,35,TIRUVANNAMALAI
Loganathan P,IND,0,10th Pass,36,TIRUVANNAMALAI
Manikkavel M R,JD(S),0,10th Pass,72,TIRUVANNAMALAI
Murugan P,IND,0,Post Graduate,32,TIRUVANNAMALAI
Murugesan K,IND,0,12th Pass,51,TIRUVANNAMALAI
Prabakaran L,IND,0,10th Pass,33,TIRUVANNAMALAI
Ramesh P,IND,0,Others,33,TIRUVANNAMALAI
Ravindran T,Tamil Nadu Makkal Congress,0,10th Pass,35,TIRUVANNAMALAI
Senthil S,IND,0,Others,33,TIRUVANNAMALAI
Subramaniyan A,INC,0,Graduate Professional,55,TIRUVANNAMALAI
Vaithiyanathan S,IND,0,12th Pass,66,TIRUVANNAMALAI
Velmurugan A,IND,0,Others,38,TIRUVANNAMALAI
"Senguttuvan, B.",AIADMK,0,Post Graduate,57,VELLORE
"Abdul Rahman, B.",IND,0,10th Pass,57,VELLORE
"Abdul Rahman, M.",IUML,0,Post Graduate,54,VELLORE
"Abdul Rahman, N.",IND,0,10th Pass,47,VELLORE
"Dhandapani, M.",IND,0,Graduate,66,VELLORE
"Eswaran, R.",IND,0,Illiterate,49,VELLORE
"Gangadaran, K.",IND,0,Not Given,70,VELLORE
"Gangadharan, K.",Tamil Nadu Makkal Congress,0,10th Pass,40,VELLORE
"George, V.a.",Bharatiya Dr. B.R.Ambedkar Janta Party,0,5th Pass,57,VELLORE
"Gopu, C.",IND,0,12th Pass,58,VELLORE
"Govindan, C.",IND,0,Illiterate,44,VELLORE
"Imdad Shariff, A.",AAP,0,Post Graduate,34,VELLORE
Jayaprakash,BSP,0,Graduate Professional,35,VELLORE
"Kesavan, M.",IND,0,8th Pass,46,VELLORE
"Lalitha, K.",IND,0,10th Pass,49,VELLORE
"Manimaran, M.",IND,0,8th Pass,26,VELLORE
"Nandha Kumar, V.",SP,0,Graduate,32,VELLORE
"Shanmugam, A.c.",BJP,0,Graduate Professional,63,VELLORE
"Shareef Basha, H.",Samata Party,0,Illiterate,36,VELLORE
"Sivaprakasam, R.s.",IND, 1 ,12th Pass,58,VELLORE
"Sugumar, K.",IND,0,Graduate,62,VELLORE
"Thirupathy, T.",IND,0,Post Graduate,66,VELLORE
"Venkatesan, R.",IND,0,10th Pass,42,VELLORE
"Vijay Elanchezian, J.",INC,0,Graduate Professional,32,VELLORE
S. Rajendran,AIADMK,0,Graduate,57,VILUPPURAM
A.ramesh,IND,0,10th Pass,34,VILUPPURAM
D.elumalai,IND,0,Graduate,28,VILUPPURAM
G. Anandhan,CPI(M), 1 ,10th Pass,53,VILUPPURAM
K. Arasan,IND,0,Illiterate,63,VILUPPURAM
K. Muthayian,DMK,0,Post Graduate,54,VILUPPURAM
K.desingu,IND,0,8th Pass,45,VILUPPURAM
K.kaliyamurthy,BSP, 1 ,10th Pass,48,VILUPPURAM
K.rajamanickam,IND,0,12th Pass,41,VILUPPURAM
K.rani,INC,0,Post Graduate,55,VILUPPURAM
K.srinivasan,IND,0,Literate,60,VILUPPURAM
K.umasankar,DMDK,0,Post Graduate,39,VILUPPURAM
M. Venkatesan,CPI(ML)L,0,Graduate,43,VILUPPURAM
M.kathirvel,IND,0,5th Pass,44,VILUPPURAM
M.umashankar,IND,0,Literate,41,VILUPPURAM
N.muthaiyan,IND,0,8th Pass,38,VILUPPURAM
P.muthaiyan,IND,0,Illiterate,60,VILUPPURAM
R.arumugam,IND,0,Graduate,44,VILUPPURAM
S.devi,IND, 8 ,10th Pass,38,VILUPPURAM
Venkatesan S,IND,0,Graduate,42,VILUPPURAM
Radhakrishnan,AIADMK,0,10th Pass,59,VIRUDHUNAGAR
K.samuvelraj,CPI(M), 1 ,12th Pass,46,VIRUDHUNAGAR
K.solairaj,IND,0,10th Pass,49,VIRUDHUNAGAR
Kamalavel Selvan,BSP, 1 ,Graduate Professional,41,VIRUDHUNAGAR
Kannan,IND,0,5th Pass,38,VIRUDHUNAGAR
"Karthigaisamy, P.",CPI(ML) Red Star, 1 ,5th Pass,31,VIRUDHUNAGAR
Lakshmi Gandan,IND, 4 ,Graduate Professional,29,VIRUDHUNAGAR
M.satheesh,IND,0,Graduate,31,VIRUDHUNAGAR
"Madhavan, P.",IND,0,5th Pass,40,VIRUDHUNAGAR
Mahalingam,Desiya Forward Bloc,0,5th Pass,38,VIRUDHUNAGAR
"Mammathan, M.",IND,0,8th Pass,60,VIRUDHUNAGAR
Manickam Tagore,INC, 1 ,Graduate Professional,39,VIRUDHUNAGAR
Marimuthu,IND,0,10th Pass,44,VIRUDHUNAGAR
Mohanraj,Jebamani janatha,0,Graduate,62,VIRUDHUNAGAR
P.v.radhakrishnan,IND,0,Graduate,51,VIRUDHUNAGAR
Palanichamy,IND,0,Post Graduate,28,VIRUDHUNAGAR
"Palpandi, S.",IND,0,Doctorate,30,VIRUDHUNAGAR
Pandiarajan,IND,0,8th Pass,33,VIRUDHUNAGAR
"Pradeepkumar, D",Lok Satta Party,0,Post Graduate,30,VIRUDHUNAGAR
Rathinavelu,DMK,0,Graduate Professional,71,VIRUDHUNAGAR
Sankar,IND,0,Post Graduate,25,VIRUDHUNAGAR
Santhanakrishnan,Tamil Nadu Makkal Congress,0,10th Pass,37,VIRUDHUNAGAR
Soundhirapandian,IND,0,5th Pass,64,VIRUDHUNAGAR
Suresh Gandhi,IND,0,12th Pass,40,VIRUDHUNAGAR
Thanuskodi,IND,0,Others,49,VIRUDHUNAGAR
Vaiko,MDMK, 6 ,Post Graduate,69,VIRUDHUNAGAR
Godam Nagesh,TRS,0,Post Graduate,49,ADILABAD
Banka Sahadev,IND, 1 ,Graduate,53,ADILABAD
Mosali Chinnaiah,IND,0,12th Pass,40,ADILABAD
Naresh,INC,0,Doctorate,37,ADILABAD
Nethawath Ramdas,IND,0,Illiterate,44,ADILABAD
Pawar Krishna,IND, 1 ,Post Graduate,33,ADILABAD
Ramesh Rathod,TDP, 3 ,12th Pass,48,ADILABAD
Rathod Sadashiv,BSP,0,Graduate,55,ADILABAD
Dr. Narsaiah Boora,TRS,0,Post Graduate,55,BHONGIR
Arvapally Ambati,BSP,0,10th Pass,34,BHONGIR
Boilla Narender,RPI,0,10th Pass,32,BHONGIR
Cherupally Seetharamulu,CPI(M),0,10th Pass,60,BHONGIR
Guahati Motilal,All India Majlis-E-Ittehadul Muslimeen, 2 ,Literate,45,BHONGIR
Guduru Janardhan Reddy,Jai Samaikyandhra Party,0,10th Pass,41,BHONGIR
Kapilavai Dileep Kumar,RLD,0,Post Graduate,60,BHONGIR
Komatireddy Rajgopal Reddy,INC,0,Graduate,46,BHONGIR
N. Indrasena Reddy,BJP,0,Post Graduate,64,BHONGIR
Nagula Srinivas Yadav,Mahajana Socialist Party, 1 ,Graduate Professional,44,BHONGIR
Navulla Mallareddy,IND,0,Post Graduate,42,BHONGIR
Ravulapally Kondal Rao,Pyramid Party of India,0,Post Graduate,62,BHONGIR
Varikuppala Krishna,IND, 1 ,8th Pass,45,BHONGIR
Konda Vishweshwar Reddy,TRS,0,Post Graduate,54,CHEVELLA
Chan Pasha,Akhil Bharatiya Muslim League (Secular), 1 ,Illiterate,37,CHEVELLA
Dr Punukuri Sadhu Satyanadhan,Indian Christian Secular Party, 1 ,Graduate Professional,61,CHEVELLA
Dr.golla Ramaiah,Telangana Loksatta Party,0,Doctorate,73,CHEVELLA
G.mallesham Goud,IND,0,Post Graduate,38,CHEVELLA
Konda Raghava Reddy,Yuvajana Sramika Rythu Congress Party,0,Graduate,54,CHEVELLA
Kummari Giri,Pyramid Party of India,0,10th Pass,33,CHEVELLA
Md Yunus Miya,Marxist Communist Party of India (United),0,Illiterate,70,CHEVELLA
Patolla Kartik Reddy,INC,0,Graduate Professional,34,CHEVELLA
Regatte Venkat Reddy,AAP,0,Others,54,CHEVELLA
Samala Ravinder,BSP,0,Post Graduate,46,CHEVELLA
Sanike Ram Gopal Yadav,IND,0,10th Pass,47,CHEVELLA
Sutharapu Padmaiah,Andhra Pradesh Rashtra Samaikya Samithi Party,0,Graduate,61,CHEVELLA
Syed Hashmathullah Quadri,IUML,0,10th Pass,45,CHEVELLA
Tulla Veerender,TDP,0,Post Graduate,31,CHEVELLA
Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimeen, 4 ,Graduate Professional,43,HYDERABAD
Binghi Rajashekar,Pyramid Party of India,0,10th Pass,38,HYDERABAD
Boddu Sainath Reddy,Yuvajana Sramika Rythu Congress Party,0,10th Pass,36,HYDERABAD
Dr.bhagavanth Rao,BJP,0,Graduate Professional,61,HYDERABAD
Jaya Vindhyala,Socialist Party (India),0,Post Graduate,49,HYDERABAD
Lubna Sarwath,AAP,0,Doctorate,49,HYDERABAD
M A Habeeb,IND, 1 ,10th Pass,37,HYDERABAD
Md Osman,IND, 2 ,5th Pass,52,HYDERABAD
N.mahender Singh,Nava Bharat National Party, 1 ,12th Pass,49,HYDERABAD
Rashid Shareef,TRS,0,8th Pass,53,HYDERABAD
S Krishna Reddy,INC,0,Graduate,51,HYDERABAD
S.khaja Moinuddin,All India Azad Congress Party,0,Graduate,45,HYDERABAD
Shaik Moin,IND,0,Literate,46,HYDERABAD
Syed Abdul Gaffer,IND,0,12th Pass,56,HYDERABAD
Syed Mustafa Mahmood,Majlis Bachao Tahreek,0,12th Pass,45,HYDERABAD
Venu Gopal.p,BSP,0,Post Graduate,30,HYDERABAD
Vinod Kumar Boinapally,TRS,0,Graduate Professional,54,KARIMNAGAR
Burla Ravi,NCP,0,10th Pass,42,KARIMNAGAR
Byagari Laxman,BSP,0,Post Graduate,53,KARIMNAGAR
Chennamaneni Vidya Sagar Rao,BJP,0,Graduate Professional,73,KARIMNAGAR
Dr.dharmaiah Vendavetla,Bahujan Mukti Party,0,Doctorate,61,KARIMNAGAR
Kandem Prabhakar,IND,0,Graduate,45,KARIMNAGAR
Lenkala Prabhakar Reddy,Pyramid Party of India,0,Graduate,48,KARIMNAGAR
Mallesh Yadav Barla,IND,0,Graduate,26,KARIMNAGAR
Meesala Raji Reddy,Yuvajana Sramika Rythu Congress Party,0,5th Pass,44,KARIMNAGAR
Mohammed Amjad Mohiuddin,IND, 1 ,Graduate,42,KARIMNAGAR
Ponnam Prabhakar,INC, 1 ,Post Graduate,47,KARIMNAGAR
Pulikota Ramesh,IND,0,8th Pass,34,KARIMNAGAR
Ranaveni Lakshman,New India Party,0,10th Pass,41,KARIMNAGAR
Reddi Malla Srinivas,RPI(A), 1 ,Graduate Professional,46,KARIMNAGAR
Shaik Mahmood,Welfare Party Of India,0,Graduate,58,KARIMNAGAR
Srinivas Reddy Lingampally,IND,0,12th Pass,41,KARIMNAGAR
Uppuleti Laxman,IND,0,5th Pass,49,KARIMNAGAR
Ponguleti Srinivasa Reddy,Yuvajana Sramika Rythu Congress Party,0,12th Pass,48,KHAMMAM
Bachala Laxmaiah,IND,0,Illiterate,0,KHAMMAM
Banoth Laxma Naik,IND,0,12th Pass,57,KHAMMAM
Bhaskar Kaki,IND,0,Graduate,43,KHAMMAM
Budan Baig Shaik,TRS, 1 ,Graduate,53,KHAMMAM
Busireddy Shankar Reddy,IND,0,12th Pass,53,KHAMMAM
Dodda Ram Babu,BSP,0,Literate,48,KHAMMAM
Gokinepalli Venkateswara Rao,IND, 2 ,5th Pass,56,KHAMMAM
Gugulothu Ranjith Kumar,IND,0,Literate,30,KHAMMAM
Gugulothu Sarvan,IND,0,Literate,29,KHAMMAM
Jerripothula Srinivas,IND,0,10th Pass,38,KHAMMAM
Kalthi Ramulamma,IND,0,5th Pass,40,KHAMMAM
